"publisherid","name"
32816,"Granta UK"
32817,"Oxford University Press"
32818,"Scholastic Inc."
32819,"W. W. Norton Company"
32820,"Forever"
32821,"Llewellyn Publications"
32822,"دار الشروق"
32823,"Touchstone"
32824,"Novelsound"
32825,"VIZ Media LLC"
32826,"Pocket Books"
32827,"Tor Fantasy"
32828,"White Wolf Publishing"
32829,"Pocket Books"
32830,"Firebird"
32831,"Knopf Publishing Group"
32832,"Livre de Poche"
32833,"Seven Stories Press"
32834,"Covenant Communications"
32835,"Ballantine Books"
32836,"VIZ Media LLC"
32837,"Thomas Y. Crowell Company"
32838,"Pan Publishing"
32839,"Balai Pustaka"
32840,"Eagle Gate Publishers"
32841,"New Awareness Network"
32842,"Smashwords Edition"
32843,"Pocket Books"
32844,"Playboy Press"
32845,"Bloomsbury UK"
32846,"Delacorte Press"
32847,"Image"
32848,"McBooks Press"
32849,"Atria"
32850,"HQN Books"
32851,"Thomas Nelson"
32852,"Trafford Publishing"
32853,"Kingswell"
32854,"G.P. Putnam's Sons"
32855,"Kurokawa"
32856,"Penguin Books"
32857,"Record"
32858,"VOX"
32859,"Viking Books"
32860,"Dell Publishing Company"
32861,"AMS Press"
32862,"Mariner Books"
32863,"Chronicle Books"
32864,"4rv Publishing LLC"
32865,"Fabryka Słów"
32866,"Signet"
32867,"Routledge"
32868,"Vintage"
32869,"Harper Perennial"
32870,"Century"
32871,"Main Street Books"
32872,"Hale"
32873,"MIT Press"
32874,"Mariner Books"
32875,"Penguin Books"
32876,"PTS Publications & Distributors"
32877,"Wheeler Publishing"
32878,"W. W. Norton Company"
32879,"Gyldendal"
32880,"Éditions Hurtubise"
32881,"Publish America"
32882,"Zebra"
32883,"Del Rey"
32884,"Abacus"
32885,"Spectra"
32886,"MIRA"
32887,"Covenant Communications Inc."
32888,"Tor Books"
32889,"Polski Dom Wydawniczy"
32890,"Perfection Learning"
32891,"Doubleday"
32892,"Del Rey"
32893,"Createspace"
32894,"Total-e-bound"
32895,"MacMillan Children's Books"
32896,"Mammoth"
32897,"AMG Publishers"
32898,"أطلس"
32899,"Moody Publishers"
32900,"Bloomsbury USA Childrens"
32901,"Fontana"
32902,"Avon"
32903,"Simon & Schuster UK"
32904,"Pocket Books"
32905,"Harlequin Kimani Romance"
32906,"Createspace Independent Publishing Platform"
32907,""
32908,"Penguin Books"
32909,"Free Press"
32910,"VIZ Media LLC"
32911,"Skylark"
32912,"Signet"
32913,"Zondervan"
32914,"Seven Stories Press"
32915,"Orion"
32916,"William Morrow Paperbacks"
32917,"Tor Books"
32918,"Presence Africaine"
32919,"Edições Avante"
32920,""
32921,"Librairie José Corti"
32922,"Ursa"
32923,"NAL"
32924,"Williammr"
32925,"Rider"
32926,"Ace Books"
32927,""
32928,"cbt"
32929,"New Directions"
32930,""
32931,"Living Books"
32932,""
32933,"Pocket Books"
32934,"Rupa"
32935,"Basic Books"
32936,""
32937,"Frankfurter Verlagsanstalt, Frankfurt/Main"
32938,"Bantam Spectra"
32939,"David R. Godine Publisher"
32940,"Rodale Books"
32941,"Bold Strokes Books"
32942,"New Directions"
32943,"Sinomn & Schuster UK"
32944,"Not Avail"
32945,"Egmont Lyx"
32946,""
32947,"Hill and Wang"
32948,"Deutscher Taschenbuch-Verlag"
32949,""
32950,"Roc"
32951,"Delacorte Press"
32952,"Hodder & Stoughton Audio Books"
32953,"Henry Holt and Co. (BYR)"
32954,"Child's Play International"
32955,"Createspace"
32956,"Dreamspinner Press"
32957,"World Castle Publishing"
32958,"Harper"
32959,"TokyoPop"
32960,"CreateSpace Independent Publishing Platform"
32961,"Thomas Nelson"
32962,"Sounds True"
32963,"Pennywell Books"
32964,""
32965,"Anvil Publishing, Inc."
32966,"Mariner Books"
32967,"Signet"
32968,"The Writers Studio"
32969,"مكتبة مصر"
32970,"Alfred A. Knopf"
32971,"دار علاء الدين - دمشق"
32972,"Grosset & Dunlap"
32973,"Ballantine Books"
32974,"Warner Books"
32975,"Little Brown and Company"
32976,"Ignatius Press"
32977,"Geppetto Garten"
32978,"De Arbeiderspers"
32979,"Samhain Publishing, Ltd."
32980,"مؤسسة اقرأ للنشر والتوزيع والترجمة"
32981,"Wildside Press"
32982,"ART"
32983,"دار المعارف"
32984,"Zondervan"
32985,"Centro Books"
32986,"Harper Teen"
32987,"Harper"
32988,"Simon Pulse"
32989,"Simon & Schuster"
32990,"Dark Horizons Press"
32991,"VIZ Media LLC"
32992,"Scribner"
32993,"Libris"
32994,"Backbeat Books"
32995,"EgmontUSA"
32996,"Walker Books for Young Readers"
32997,""
32998,"المكتب المصري الحديث"
32999,"TokyoPop"
33000,"South End"
33001,"Dutton Books"
33002,"Vintage"
33003,"Tebbo"
33004,"Viking Books for Young Readers"
33005,"Simon & Schuster"
33006,"Publish America"
33007,""
33008,"HarperCollins"
33009,"Praeger"
33010,"American Poetry Review"
33011,"Pocket Star Books"
33012,"Western Conservatory"
33013,"Pocket Books"
33014,"Spiegel & Grau"
33015,""
33016,"Vintage"
33017,"Serpent's Tail"
33018,"Del Rey"
33019,""
33020,"Black Lace"
33021,"Bantam Press"
33022,"Knopf Canada"
33023,""
33024,"Arcade Publishing"
33025,"Chicago Review Press"
33026,"Greenwillow Books"
33027,"Berkley"
33028,"Fawcett Books"
33029,"Amereon Limited"
33030,"Avon Books"
33031,"Berkley Books"
33032,"HarperTeen"
33033,"Henry Holt and Co."
33034,"Nimbus Publishing (CN)"
33035,""
33036,"Avon"
33037,"Barricade Books"
33038,"Aladdin"
33039,""
33040,""
33041,"Abbott Press"
33042,"Black Library"
33043,"Doubleday UK"
33044,"Vintage"
33045,"Türkiye İş Bankası Kültür Yayınları"
33046,"The Writers Coffeeshop Publishing House"
33047,"Booktrope Editions"
33048,"ATOM"
33049,"Livros Cotovia"
33050,"Doubleday"
33051,"Princeton University Press"
33052,"Smashwords Edition"
33053,"Sort of Books"
33054,"SL Independent Publishing LLC"
33055,"VIZ Media - Children's"
33056,"Tuttle Publishing"
33057,"Βιβλιοπωλείον της Εστίας"
33058,"Harcourt"
33059,"HMH Books for Young Readers"
33060,"America Star Books"
33061,"Editorial Caminho"
33062,"Europa Editions"
33063,""
33064,"Scholastic Paperbacks"
33065,"Choc Lit"
33066,"Grand Central Publishing"
33067,"Gallery Books"
33068,"Vintage"
33069,"Dutton Books for Young Readers"
33070,"Bridge Publications, Inc."
33071,"Merkur Publishing Inc"
33072,""
33073,"Oxford University Press, USA"
33074,""
33075,"Tell-Tale Publishing"
33076,"Ballantine Books"
33077,"Berkley"
33078,"Ballantine Publishing Group"
33079,"Linden Bay Romance"
33080,"Berkley Trade"
33081,"University Of Chicago Press"
33082,"Bantam"
33083,"Grafton"
33084,"William Morrow Paperbacks"
33085,"Rajpal & Sons"
33086,"Kubbealtı Neşriyat"
33087,"Living Ink Books"
33088,"Månpocket"
33089,"Simon Schuster"
33090,"Element Books"
33091,"Balzer + Bray"
33092,"Эксмо"
33093,"Telegram Bokförlag"
33094,"Dover Publications"
33095,""
33096,""
33097,"Querido"
33098,"Marlowe & Company"
33099,"Buku Prima Sdn Bhd"
33100,""
33101,""
33102,"First Second"
33103,"Image"
33104,""
33105,""
33106,"A. Mondadori"
33107,"Zondervan"
33108,"Harper Trophy"
33109,"Harper Voyager"
33110,"Sang-e-Meel Publications"
33111,"مؤسسة عز الدين للطباعة والنشر"
33112,"Antipasti"
33113,"Western Publishing Company, Inc."
33114,"Soho Teen"
33115,"Marisa Oldham"
33116,"Aaron B. Powell"
33117,"Prentice Hall"
33118,""
33119,"Harper Collins Publishers"
33120,"Createspace Independent Publishing Platform"
33121,"Hodder & Stoughton"
33122,"Puffin Books"
33123,"Kelion"
33124,"Realms"
33125,"LR Publishing"
33126,"Bantam Books"
33127,""
33128,"Tor Fantasy"
33129,"Bantam Books"
33130,"Karla Brandenburg"
33131,"North Point Press"
33132,"Westholme Publishing"
33133,"Agathon"
33134,""
33135,"HarperCollins"
33136,"TRUE'S RELATE"
33137,"دار الحصاد للنشر والتوزيع"
33138,"Penguin Books"
33139,"Plaza & Janés, S.A."
33140,"Ace"
33141,"St. Martin's Press"
33142,"Cassell"
33143,""
33144,"HarperCollins"
33145,""
33146,""
33147,"Morpheus International"
33148,"French & European Pubns"
33149,"Pocket"
33150,"Balzer + Bray"
33151,""
33152,"Arrow"
33153,"Univ Of Minnesota Press"
33154,"Ever After Edition"
33155,"Harper Element"
33156,"Penguin"
33157,""
33158,"Harvest House Publishers"
33159,""
33160,"Høst & Søn"
33161,"Penguin Books"
33162,"Oxford University Press, USA"
33163,""
33164,"Disney-Hyperion"
33165,"Byron Goines"
33166,"روایت فتح"
33167,"Anchor"
33168,"Kensington Publishing Corporation"
33169,""
33170,""
33171,"Yen Press"
33172,"Anagrama"
33173,"دار الربيع العربي للنشر والإعلان"
33174,"Vintage Canada"
33175,"Bastei-Lubbe"
33176,"Simon Schuster Audio"
33177,"Dragon Bone Books"
33178,"K Teen (Kensington)"
33179,"Zebra Books"
33180,"Simon Schuster/Paula Wiseman Books"
33181,"Gramedia Pustaka Utama"
33182,"Ehrenwirth"
33183,"Orion Children's Books"
33184,"Khilafah Press"
33185,"Atria Publishing"
33186,"H.J. Bellus"
33187,"Simon & Schuster"
33188,"Nan A. Talese"
33189,"McGraw-Hill Humanities/Social Sciences/Languages"
33190,"HarperTorch"
33191,"C. Bertelsmann"
33192,"Melville House"
33193,"Katherine Tegen Books"
33194,"The New Press"
33195,"MIT Press"
33196,"Tor Books"
33197,"Pocket Star"
33198,""
33199,"Gudrun Publishing"
33200,"Guild Books"
33201,"St. Martin's Press"
33202,"Vertigo"
33203,"Red Hot Reads Publishing"
33204,"Overlook Connection Press"
33205,"Prairie Rose Publications"
33206,"Random House Australia Pty Ltd"
33207,"Znanje"
33208,"Tor Books"
33209,""
33210,"Edições Asa"
33211,"Doubleday Canada"
33212,"Riverhead Trade"
33213,"Artemis Hunt"
33214,"Penguin UK"
33215,"HMH Books for Young Readers"
33216,"Bloomsbury USA Childrens"
33217,"المؤسسة العربية الحديثة للطبع و النشر و التوزيع بالقاهرة و الاسكندرية"
33218,"Coppenrath"
33219,"Thomas Nelson"
33220,"دار بلومزبري - مؤسسة قطر للنشر"
33221,"Amazon"
33222,"Createspace Independent Publishing Platform"
33223,"Candlewick Press"
33224,""
33225,"Penguin Press"
33226,"Dreamspinner Press"
33227,"Nicole Reed"
33228,"Center One Publishing"
33229,"Indus Source Books"
33230,"Bantam"
33231,""
33232,"ADV Manga"
33233,"Ballantine Books"
33234,"G.P. Putnam's Sons"
33235,""
33236,"Maritim (Delta Music)"
33237,"الإبداع الفكري"
33238,"الدار المصرية اللبنانية"
33239,"St. Martin's Griffin"
33240,"Createspace"
33241,"Harlequin HQN"
33242,"iUniverse"
33243,"William S. Konecky Associates"
33244,"Howard Books"
33245,"Hartwood Publishing"
33246,"Smashwords"
33247,"Pocket Books"
33248,"Lietha Wards"
33249,"Jimmy Patterson"
33250,"William Morrow"
33251,"The Dial Press"
33252,"HarperTeen"
33253,"Sourebooks Fire"
33254,"Darussalam"
33255,"NAL"
33256,"Booktrope Editions"
33257,"Course Technology"
33258,"St. Martin's Press"
33259,"Suma de Letras"
33260,""
33261,"Walnut Springs Press"
33262,"Create Space"
33263,"دار الشروق"
33264,"Bloomsbury Children's"
33265,""
33266,"HarperTeen"
33267,"Rooglewood Press"
33268,"CreateSpace Independent Publishing Platform (March 19, 2013)"
33269,"Counterpoint"
33270,""
33271,"Piratförlaget"
33272,"Tor Books"
33273,"Hodder & Stoughton Religious"
33274,"Einaudi"
33275,""
33276,"Penguin Group (USA)"
33277,"Everyman's Library"
33278,"Ace"
33279,"Pocket Star"
33280,"Signet"
33281,"Gollancz"
33282,"Viking Juvenile"
33283,"Simon Schuster"
33284,"Farrar Straus Giroux"
33285,"CreateSpace Independent Publishing Platform"
33286,"W. W. Norton & Company"
33287,"Bantam Discovery"
33288,"Margaret Foxe"
33289,"Hachette Books"
33290,"New Riders Publishing"
33291,""
33292,"The Alchemy Press"
33293,"Delacorte Press"
33294,"Avon"
33295,"Alfred A. Knopf"
33296,"Drawn and Quarterly"
33297,"eKensington"
33298,"Ace"
33299,"Penguin Young Readers Group Philomel"
33300,"Foyles"
33301,"InterMix"
33302,"Puffin Books"
33303,"Word Circus"
33304,"Disney Hyperion"
33305,"Berkley Books"
33306,"Dreamspinner Press"
33307,"British American Publishing"
33308,"Ellora's Cave Publishing Inc."
33309,"InkSpell Publishing"
33310,"Atheneum Books for Young Readers"
33311,"Viking Books for Young Readers"
33312,"Pozitif Yayınları"
33313,"E.L. Publishing"
33314,"Gold Eagle"
33315,"PSICOM"
33316,"G.P. Putnam's Sons Books for Young Readers"
33317,""
33318,"Random House Books for Young Readers"
33319,"Shadow Mountain"
33320,"iUniverse"
33321,"Faber Faber"
33322,"Wizards of the Coast"
33323,"Wira Bukit"
33324,"Philomel"
33325,"Oetinger"
33326,"Ecco"
33327,"Aladdin Mix"
33328,"Bethany House Publishers"
33329,"Createspace Independent Publishing Platform"
33330,"Simon Schuster"
33331,"Taily-Po Press"
33332,"Avon"
33333,"Longmeadow Press"
33334,"Titan Books"
33335,""
33336,"Little, Brown Book Group"
33337,""
33338,"Orbit"
33339,"Evernight Publishing"
33340,"HarperTorch"
33341,"P. Picquier"
33342,""
33343,""
33344,"Dial Books for Young Readers"
33345,"CWM Publishing"
33346,"Lulu"
33347,"Harvest House Publishers"
33348,"Gallimard Education"
33349,"Macmillan"
33350,"Schöningh im Westermann"
33351,"Bantam"
33352,"Scholastic Press"
33353,"Ella Frank"
33354,"G Street Chronicles"
33355,"講談社"
33356,""
33357,""
33358,"Bluefire"
33359,"Livre de Poche"
33360,"Silhouette Special Releases"
33361,"St. Martin's Minotaur"
33362,"De Agostini"
33363,"Pan MacMillan Australia"
33364,"Henry Holt and Co."
33365,"Feiwel & Friends"
33366,"Createspace"
33367,"Harpercollins"
33368,"Amazon Digital Services"
33369,"Simon & Schuster Books for Young Readers"
33370,"Amazon Digital Services, Inc."
33371,"Amazon Digital Services"
33372,"Thomas Dunne Books"
33373,"Brilliance Audio"
33374,"Macmillan _"
33375,"Authorhouse"
33376,"Simon Schuster Books for Young Readers"
33377,"StoneHouse Ink"
33378,"Стрекоза-Пресс"
33379,"Tellerup"
33380,""
33381,"الشركة السعودية للأبحاث والنشر"
33382,""
33383,"Little, Brown Books for Young Readers"
33384,"Berkley"
33385,""
33386,""
33387,"CreateSpace Independent Publishing Platform"
33388,"C.E. Thornton"
33389,"دار الخير"
33390,"Dover Publications"
33391,"Gala Unggul Resources"
33392,"Sojourner Books"
33393,"Bertrand Brasil"
33394,"Eve Newton"
33395,""
33396,"Sutton"
33397,"Alfaguara"
33398,"Allen Unwin"
33399,"Headline"
33400,"mizan"
33401,"Bluefields"
33402,"Alt Graph"
33403,"Соёмбо принтинг"
33404,"books2read"
33405,"Bantam"
33406,"Night Works Books"
33407,"Simon Pulse"
33408,"Banner of Truth"
33409,"Orion"
33410,"Alaf21 Sdn Bhd"
33411,""
33412,"Wattpad"
33413,"Lamplighter Publishing"
33414,"Metacircular Limited"
33415,"Capstone"
33416,""
33417,"دار الأمير للثقافة والعلوم"
33418,"Little, Brown and Company"
33419,"Kitchen Table--Women of Color Press"
33420,"Dutton Books for Young Readers"
33421,"Delirium Books"
33422,"دار أخبار اليوم"
33423,""
33424,"Yen Press"
33425,"Heyne fliegt"
33426,"Windstream Publishing Company"
33427,"St. Martins Press-3PL"
33428,"Visva-Bharati Granthana-Vibhaga"
33429,""
33430,"Candlewick Press"
33431,"Forever"
33432,"The Olive Press"
33433,"WildBlue Press"
33434,"مؤسسة الأبحاث العربية"
33435,"Ker Dukey"
33436,"Grove Press"
33437,"Broad Reach Publishing"
33438,"Hallie M. Smith"
33439,"লালমাটি"
33440,"Paradise Press, Inc."
33441,"Egmont INK"
33442,"Scholastic Press"
33443,"Serpent's Tail"
33444,"Tyndale House Publishers"
33445,"Ben Monopoli"
33446,"Big Dog Books, LLC"
33447,"Scribner"
33448,""
33449,"Prometheus Books"
33450,"SM"
33451,"Montag Press"
33452,"Heyne"
33453,"Vintage Crime/Black Lizard"
33454,"CreateSpace Independent Publishing Platform"
33455,"Ohio State Univ Pr (Txt)"
33456,"Penguin"
33457,""
33458,"Clarissa Wild"
33459,"Hesperus Press"
33460,"Grijaldo"
33461,"Epiphany Publishing"
33462,"Siobhan Davis"
33463,"Stripes"
33464,"Union Publishing House"
33465,"Hot Key Books"
33466,"Authorhouse"
33467,"W.W. Norton & Company"
33468,"Tong Li Comics"
33469,"Random House Books for Young Readers"
33470,"Berkley Books"
33471,"Jossey-Bass"
33472,"Karl Wiggins"
33473,"W. W. Norton Company"
33474,"Dark Magick Publishing"
33475,"Rocco Digital"
33476,"Random House India"
33477,"Futuropolis"
33478,"HarperCollins"
33479,"Arsenal Pulp Press"
33480,"Amereon Limited"
33481,"Tundra Books"
33482,"Groundwood Books"
33483,"Random House India"
33484,"Scholastic Paperbacks"
33485,"Penguin"
33486,"Chatto & Windus"
33487,"Ecco"
33488,"Angry Robot"
33489,"Three Rivers Press"
33490,"Blink"
33491,"Vintens Forlag"
33492,"Pantheon"
33493,"Creation Books"
33494,"Cassell"
33495,""
33496,"Avon"
33497,"Houghton Mifflin"
33498,"Harpperen"
33499,"Marvel Enterprises, Inc."
33500,"Ballantine Books"
33501,""
33502,"Durand Publishing"
33503,"HarperOne"
33504,""
33505,"G.P. Putnam's Sons Books for Young Readers"
33506,"Circulo de Leitores"
33507,"Best Business"
33508,"Clovercroft Publishing"
33509,"Eckankar"
33510,"Europa Editions"
33511,"Czytelnik"
33512,"Beach Lane Books"
33513,"Outlaws Publishing LLC"
33514,"Świat Książki"
33515,"La esfera de los Libros"
33516,"CreateSpace Independent Publishing Platform"
33517,"Random House Trade Paperbacks"
33518,"Scholastic"
33519,"White Wolf Publishing"
33520,"Van Holkema & Warendorf"
33521,"Knopf Canada"
33522,"Berkley"
33523,"Puffin Books"
33524,"Twilight Times Books"
33525,"Crown Business"
33526,"Puffin Books"
33527,"Time Warner Books UK"
33528,"Random House Value Pub"
33529,"Doubleday"
33530,"Penguin Books"
33531,""
33532,"Penguin Books"
33533,"Equestria Daily"
33534,"Dreamspinner Press"
33535,""
33536,"47North"
33537,"Avon"
33538,"Ace"
33539,"Penguin Books"
33540,"Dark Shadows Publishing"
33541,"Urban Books"
33542,"Random House"
33543,"Taylor Mountain Trading"
33544,"Longman Publishing Group"
33545,"Grove Press"
33546,"Objetiva"
33547,"Scholastic"
33548,"Transit Lounge Publishing"
33549,"HarperCollins"
33550,"Amulet Books"
33551,"Harper"
33552,"Crossway Books"
33553,""
33554,"Vintage"
33555,""
33556,"Hill & Wang Pub"
33557,"مكتبة الأسرة"
33558,"A Shannon Ravenel Book"
33559,"Esencia"
33560,"Virgin Books"
33561,"Allen & Unwin"
33562,"Norvik Press"
33563,"DuBook Press"
33564,"Blink"
33565,"Princeton University Press"
33566,"EverAfter Romance"
33567,"Издптельство АСТ"
33568,"David C. Cook"
33569,"Orchard (NY)"
33570,"St. Martin's Griffin"
33571,"Ace Books"
33572,""
33573,"Simon Pulse"
33574,"Del Rey"
33575,"Putnam Adult"
33576,"Bison Books"
33577,"Sesam"
33578,"LucasBooks"
33579,""
33580,"Pan Macmillan"
33581,""
33582,"Hogarth"
33583,"Prodigy Gold Books"
33584,"スクウェア・エニックス"
33585,"Wildheart Erotica"
33586,"Pocket"
33587,"Scholastic Press"
33588,"Global Publishing Group LLC"
33589,"Brothers Chance"
33590,""
33591,"Cátedra"
33592,"Grand Central Publishing"
33593,"Ambo"
33594,"Da Capo Press"
33595,""
33596,"طهوری"
33597,"Amazon Crossing"
33598,""
33599,"BabyGirl Publishin"
33600,"Createspace Independent Publishing Platform"
33601,"The Gutenberg project"
33602,"Modern Library"
33603,"HarperCollins"
33604,"Bloomsbury"
33605,"Chronicle Books"
33606,"Orchard Books (NY)"
33607,"McGraw-Hill Education"
33608,"Smashwords"
33609,""
33610,"BiblioLife"
33611,"Seagull Books"
33612,"W. W. Norton & Company"
33613,"Thriveco, Inc."
33614,"DC"
33615,""
33616,"Editora Rocco Ltda."
33617,"Smashwords Edition"
33618,"Smashwords Edition"
33619,"Del Rey Books"
33620,"InterVarsity Press"
33621,""
33622,"Gallery Books"
33623,"Goldfish Press"
33624,"Pocket Books"
33625,"Akkord"
33626,"HarperCollins"
33627,"Cuercus"
33628,"Oxford University Press, USA"
33629,"Square Fish"
33630,"Andrews McMeel Publishing"
33631,"Candlewick"
33632,"William Morrow"
33633,"Delacorte"
33634,"Kalachuvadu Publications"
33635,"Andrews McMeel Publishing"
33636,"Disney Press"
33637,"Rodolfo Martin Vitangcol"
33638,""
33639,"Del Rey Books (NY)"
33640,""
33641,"CreateSpace Independent Publishing Platform"
33642,"Harper Voyager"
33643,"Random House Trade Paperbacks"
33644,"HarperCollins"
33645,"Oxford University Press, USA"
33646,"Arena Verlag"
33647,"Vintage"
33648,"Scholastic Paperbacks"
33649,"Anaya"
33650,"Weiser Books"
33651,"Image Comics"
33652,"Love2readlove2write Publishing, LLC"
33653,"دار الساقي"
33654,"Lake Union Publishing"
33655,"Image Comics"
33656,"Chronicle Books"
33657,"دار كنوز المعرفة للنشر والتوزيع"
33658,"Crooked Lane Books"
33659,"Kōdansha"
33660,"Weltbild"
33661,"Albin Michel"
33662,"Penguin Random House"
33663,"Corpus"
33664,"Zaffre"
33665,"Jaico Publishing House"
33666,"Scribner"
33667,"Κέδρος"
33668,""
33669,"Graydon House"
33670,"Kazé"
33671,"Lake Union Publishing"
33672,"Pantera Press"
33673,"HarperCollins"
33674,"Klett-Cotta"
33675,"C.H. Beck"
33676,""
33677,"Baltos lankos"
33678,"Orbit"
33679,"ART"
33680,""
33681,""
33682,"Scholastic Inc."
33683,"Parallax Press"
33684,"Transworld Digital"
33685,""
33686,"Catapult"
33687,"Soft Skull Press"
33688,"Simon Pulse"
33689,"Orion Publishing Co"
33690,"Editorial La Isla"
33691,"Katherine Tegen Books"
33692,"Kodansha"
33693,"Little Minds"
33694,"Story Warren Books"
33695,"Crown Books for Young Readers"
33696,""
33697,"L.J. Shen"
33698,"7th House"
33699,"Officially M.E.E. Publishing L.L.C."
33700,"دار الكاتب العربي للطباعة والنشر"
33701,"الهيئة المصرية العامة للكتاب"
33702,"مكتبة الآداب"
33703,"المؤسسة العربية الحديثة"
33704,"دار المستقبل العربي"
33705,"مكتبة مصر"
33706,"Jarir Bookstore"
33707,"NAL"
33708,"دار علاء الدين للنشر - دمشق"
33709,"Destra World Books Publishing LLC"
33710,"Galaxy's Edge, LLC"
33711,"Delacorte"
33712,"الشبكة العربية للأبحاث والنشر"
33713,"Belfond"
33714,"Katherine Tegen Books"
33715,"St. Martin's Griffin"
33716,"المركز القومي للترجمة"
33717,"St. Martin's Press"
33718,"Sublight Publishing"
33719,"Oversteps Books"
33720,"Authorhouse UK"
33721,"Delacorte Books for Young Readers"
33722,"Agate Bolden"
33723,"Scholastic"
33724,"Aladdin"
33725,"Editorial Planeta, S.A."
33726,"Annick Press"
33727,"Vintage Canada"
33728,""
33729,"BattleAxe Productions"
33730,"Raven House"
33731,"Destiny Image"
33732,"J'ai Lu"
33733,"Scholastic Press"
33734,""
33735,"Independently Published"
33736,"Gramedia Pustaka Utama"
33737,"Salaam Reads / Simon Schuster Books for Young Readers"
33738,"Noura Books"
33739,"Scholastic Press"
33740,""
33741,"Farrar, Straus and Giroux (BYR)"
33742,"Severed Press"
33743,""
33744,""
33745,"University of California Press"
33746,""
33747,""
33748,"Berkley Books"
33749,"مدارك"
33750,"Balzer + Bray"
33751,"Grand Central Publishing"
33752,"Hodder Children's Books"
33753,"Hot Key Books"
33754,"Faber Faber"
33755,"Fun Places"
33756,"Aladdin Paperbacks"
33757,"City Lights Publishers"
33758,"Everyman's Library"
33759,"Signet"
33760,"Harper Perennial Modern Classics"
33761,"Little Brown and Company"
33762,"Washington Square Press"
33763,"Harmony Books"
33764,"William Morrow"
33765,"Scholastic Inc."
33766,"HarperCollins"
33767,"Broadway Books"
33768,"Avon"
33769,"Ballantine"
33770,"Bantam"
33771,"Ohio University Press"
33772,"Backinprint.com"
33773,"Fawcett"
33774,"Penguin Books"
33775,"Speak"
33776,"Dell"
33777,"Ecco"
33778,"Picador USA"
33779,"المؤسسة العربية للدراسات والنشر"
33780,"Pantheon"
33781,"B*tween Producions, Inc."
33782,"Walker,"
33783,"Sleeping Bear Press"
33784,"Margaret K. McElderry Books"
33785,"Dark Horse Books"
33786,"New Directions"
33787,"Overlook"
33788,"Zondervan Publishing Company"
33789,"Think"
33790,"Peachtree Publishing Company"
33791,"Phoenix"
33792,"Orion Publishing Group"
33793,"新潮社"
33794,"Touchstone"
33795,"Prometheus Books"
33796,"Berkley Books"
33797,"Vintage"
33798,"Thomas Nelson Publishers"
33799,"VIZ Media LLC"
33800,"Pocket Books"
33801,"Tor Fantasy"
33802,"White Wolf Games Studio"
33803,"Graywolf Press"
33804,"Berkley"
33805,"W. W. Norton Company"
33806,"Scholastic Paperbacks"
33807,"Grove Press"
33808,"Seven Stories Press"
33809,"IVP Books"
33810,"Dell Publishing Company"
33811,"Ridan Publishing"
33812,"New Directions Publishing Corporation"
33813,"Del Rey Books"
33814,"PT. Gramedia Majalah (M&C)"
33815,"Grove Press"
33816,"Simon & Schuster"
33817,"HarperPerennial"
33818,"The Johns Hopkins University Press"
33819,"White Wolf Publishing"
33820,"Dell"
33821,"Schocken Books Inc"
33822,"McBooks Press"
33823,"Simon Schuster"
33824,"Viking"
33825,""
33826,"Pocket Star"
33827,"Thomas Nelson"
33828,"Gollancz"
33829,"دار الهلال-دار الآداب"
33830,"HarperTorch"
33831,""
33832,""
33833,"Caminho"
33834,"Serpent's Tail"
33835,"HMH Books for Young Readers"
33836,"Stanford University Press"
33837,""
33838,"Mariner Books"
33839,"Da Capo Press"
33840,"Villard Books"
33841,"Imagination Studio"
33842,"Crown Business"
33843,"АСТ"
33844,"Random House Value Publishing"
33845,"Smithsonian Books"
33846,"Pocket Books"
33847,"Pan Publishing"
33848,"HarperCollins Publishers"
33849,"St. Martin's Press"
33850,"Church Publishing"
33851,"Telaga Biru Sdn Bhd"
33852,"Planeta Publishing"
33853,"Le Livre de Poche"
33854,"Multnomah Books"
33855,"Verso"
33856,"Harlequin Nocturne"
33857,"Gyldendal"
33858,"Suzuki Syuppan/Tsai Fong Books"
33859,"Éditions Hurtubise"
33860,"CDM3publisher.com"
33861,"Zebra Books"
33862,"Tokyopop"
33863,"Thomas Nelson"
33864,"Samhain Publishing"
33865,"Siedmioróg"
33866,"Bridge Publications, Inc."
33867,"Spectra"
33868,"William Morrow Paperbacks"
33869,"Egmont"
33870,"Mariner Books"
33871,"Del Rey"
33872,"Insight Kids"
33873,"Teaching Resources"
33874,"Orion publishing group"
33875,"Vintage"
33876,"Skylark"
33877,"HarperCollins"
33878,"Bethany House Publishers"
33879,"Torquere Press"
33880,"NavPress Publishing Group"
33881,"Black Swan"
33882,"Warner Books"
33883,"William Morrow Paperbacks"
33884,"دار الساقي"
33885,"Totem Books"
33886,"Del Rey / Ballantine"
33887,"Sphere"
33888,""
33889,"MTV Books"
33890,"José Olympio"
33891,""
33892,"Sphere"
33893,"Viking"
33894,"Ace Books"
33895,"Bison Books"
33896,"Ravenous Romance"
33897,"New Directions"
33898,"Zondervan"
33899,"Zebra"
33900,"University of California Press"
33901,"Scholastic"
33902,"Avon"
33903,"St. Martin's Press"
33904,"Grove Press"
33905,"Steeple Hill"
33906,"Columbia University Press"
33907,"Ellora's Cave"
33908,"Marvel"
33909,"Signet"
33910,"VBZ"
33911,"Simon Pulse"
33912,"W. W. Norton Company"
33913,"Judaica Press"
